,Districts/Neighborhoods,Address,County,Routes Served,Name,Route,Route Type,Agency Stop ID,Lat,Lon
2081,,"Kent, WA",King,566,4th Ave N & W Smith St,566 - Auburn - Overlake,Express,,47.382603,-122.237473
2082,,"Auburn, WA",King,566,Auburn P&R - Bay 1,566 - Auburn - Overlake,Express,,47.321041,-122.228020
2083,,"Auburn, WA",King,566,Auburn Sounder Station - Bay 4,566 - Auburn - Overlake,Express,,47.305241,-122.232086
2084,,"Seatac, WA",King,560,SeaTac Station,574 - Lakewood - SeaTac,Express,2282,47.445622,-122.296176
2085,,"Seatac, WA",King,560,SeaTac Airport Terminal - Bay 2,574 - Lakewood - SeaTac,Express,4080,47.441730,-122.299271
2086,,"Seatac, WA",King,574,International Blvd & SeaTac Exit,574 - Lakewood - SeaTac,Express,3768,47.439837,-122.296080
2087,,"Seatac, WA",King,574,188th St S & S International Blvd,574 - Lakewood - SeaTac,Express,3750,47.434473,-122.294344
2088,,"Seatac, WA",King,574,188th St S & 36th Ave S,574 - Lakewood - SeaTac,Express,2633,47.434426,-122.287863
2089,,"Seatac, WA",King,574,188th St S & 42nd Av,574 - Lakewood - SeaTac,Express,3789,47.434340,-122.281925
2090,,"Seatac, WA",King,574,188th St S & 46th Ave S,574 - Lakewood - SeaTac,Express,4131,47.434297,-122.276905
2091,,"Kent, WA",King,574,I-5 & Kent/Des Moines Fwy Station,574 - Lakewood - SeaTac,Express,3725,47.391141,-122.291851
2092,,"Kent, WA",King,574,Star Lake Fwy Station,574 - Lakewood - SeaTac,Express,3726,47.358958,-122.297328
2093,Steel Lake,"Federal Way, WA",King,574,Federal Way Downtown Station - Bay 7,574 - Lakewood - SeaTac,Express,4696,47.316448,-122.303668
2094,,"Tacoma, WA",Pierce,574,Tacoma Dome Station - Zone H,574 - Lakewood - SeaTac,Express,3916,47.240192,-122.424837
2095,,"Tacoma, WA",Pierce,574,26th St E & D St E,574 - Lakewood - SeaTac,Express,1311,47.238770,-122.428923
2096,,"Lakewood, WA",Pierce,574,SR 512 P&R - Zone H,574 - Lakewood - SeaTac,Express,4230,47.161268,-122.483317
2097,,"Lakewood, WA",Pierce,574,Lakewood Transit Center - Zone M,574 - Lakewood - SeaTac,Express,4481,47.165059,-122.513010
2098,,"Seattle, WA",King,577,Fairview Ave N & Thomas St,577 - Federal Way - Seattle,Express,3890,47.620507,-122.334380
2099,,"Seattle, WA",King,577,Boren Ave & Virginia St,577 - Federal Way - Seattle,Express,3911,47.617492,-122.333810
2100,,"Seattle, WA",King,577,Stewart St & 9th Ave,577 - Federal Way - Seattle,Express,3020,47.615733,-122.334375
2101,,"Seattle, WA",King,577,Stewart St & 7th Ave,577 - Federal Way - Seattle,Express,3912,47.614406,-122.336079
2102,,"Seattle, WA",King,577,Stewart St & 3rd Ave,577 - Federal Way - Seattle,Express,3913,47.611895,-122.339343
2103,,"Seattle, WA",King,577,2nd Ave & Pike St,577 - Federal Way - Seattle,Express,1771,47.608692,-122.338512
2104,,"Seattle, WA",King,577,2nd Ave & Marion St,577 - Federal Way - Seattle,Express,1776,47.604470,-122.334618
2105,,"Seattle, WA",King,577,2nd Ave & James St,577 - Federal Way - Seattle,Express,1777,47.602386,-122.332710
2106,,"Seattle, WA",King,577,2nd Ave Ext & Jackson St S,577 - Federal Way - Seattle,Express,1778,47.599321,-122.329900
2107,Steel Lake,"Federal Way, WA",King,577,Federal Way Downtown Station - Bay 11,577 - Federal Way - Seattle,Express,4700,47.316480,-122.303297
2108,,"Seattle, WA",King,577,Fairview Ave N & Thomas St,578 - Puyallup - Seattle,Express,3890,47.620507,-122.334380
2109,,"Seattle, WA",King,577,Boren Ave & Virginia St,578 - Puyallup - Seattle,Express,3911,47.617492,-122.333810
2110,,"Seattle, WA",King,577,Stewart St & 9th Ave,578 - Puyallup - Seattle,Express,3020,47.615733,-122.334375
2111,,"Seattle, WA",King,577,Stewart St & 7th Ave,578 - Puyallup - Seattle,Express,3912,47.614406,-122.336079
2112,,"Seattle, WA",King,577,Stewart St & 3rd Ave,578 - Puyallup - Seattle,Express,3913,47.611895,-122.339343
2113,,"Seattle, WA",King,577,2nd Ave & Pike St,578 - Puyallup - Seattle,Express,1771,47.608692,-122.338512
2114,,"Seattle, WA",King,577,2nd Ave & Marion St,578 - Puyallup - Seattle,Express,1776,47.604470,-122.334618
2115,,"Seattle, WA",King,577,2nd Ave & James St,578 - Puyallup - Seattle,Express,1777,47.602386,-122.332710
2116,,"Seattle, WA",King,577,2nd Ave Ext & Jackson St S,578 - Puyallup - Seattle,Express,1778,47.599321,-122.329900
2117,Steel Lake,"Federal Way, WA",King,574,Federal Way Downtown Station - Bay 7,578 - Puyallup - Seattle,Express,4696,47.316448,-122.303668
2118,,"Auburn, WA",King,497,Auburn Station - Bay 4,578 - Puyallup - Seattle,Express,4074,47.305286,-122.232044
2119,,"Sumner, WA",Pierce,578,Sumner Station - Bay 2,578 - Puyallup - Seattle,Express,4235,47.201602,-122.244408
2120,,"Puyallup, WA",Pierce,578,Puyallup Station - Bay 3,578 - Puyallup - Seattle,Express,4233,47.192952,-122.296851
2121,,"Seattle, WA",King,586,45th St NE & Roosevelt Way NE,586 - Tacoma - U. District,Express,4291,47.661240,-122.317192
2122,,"Seattle, WA",King,586,NE 45th St & University Way NE,586 - Tacoma - U. District,Express,4069,47.661251,-122.313216
2123,,"Seattle, WA",King,586,15th Ave NE & NE 43rd St,586 - Tacoma - U. District,Express,4609,47.659360,-122.312047
2124,,"Seattle, WA",King,586,15th Ave NE & NE Campus Pkwy,586 - Tacoma - U. District,Express,4071,47.656436,-122.312131
2125,,"Seattle, WA",King,586,15th Ave NE & NE 40th St,586 - Tacoma - U. District,Express,4292,47.654870,-122.312171
2126,,"Seattle, WA",King,586,Pacific St NE & UW Hitchcock Hall,586 - Tacoma - U. District,Express,2663,47.652127,-122.310828
2127,,"Seattle, WA",King,586,University of Washington Station,586 - Tacoma - U. District,Express,4073,47.649025,-122.304808
2128,Steel Lake,"Federal Way, WA",King,574,Federal Way Downtown Station - Bay 7,586 - Tacoma - U. District,Express,4696,47.316448,-122.303668
2129,,"Tacoma, WA",Pierce,400,Tacoma Dome Station - Zone E,586 - Tacoma - U. District,Express,4172,47.240805,-122.426106
2130,,"Seattle, WA",King,577,Stewart St & 9th Ave,590 - Tacoma - Seattle,Express,3020,47.615733,-122.334375
2131,,"Seattle, WA",King,577,Stewart St & 7th Ave,590 - Tacoma - Seattle,Express,3912,47.614406,-122.336079
2132,,"Seattle, WA",King,577,Stewart St & 3rd Ave,590 - Tacoma - Seattle,Express,3913,47.611895,-122.339343
2133,,"Seattle, WA",King,590,2nd Ave & Stewart St,590 - Tacoma - Seattle,Express,4241,47.610721,-122.340275
2134,,"Seattle, WA",King,590,2nd Ave & Seneca St,590 - Tacoma - Seattle,Express,1772,47.606176,-122.336189
2135,,"Seattle, WA",King,590,2nd Ave & Cherry St,590 - Tacoma - Seattle,Express,245,47.603056,-122.333320
2136,,"Seattle, WA",King,590,2nd Ave & Yesler Way,590 - Tacoma - Seattle,Express,249,47.601279,-122.331647
2137,,"Seattle, WA",King,590,Bus Way & Royal Brougham St,590 - Tacoma - Seattle,Express,669,47.592134,-122.327469
2138,,"Seattle, WA",King,590,Bus Way & Holgate St,590 - Tacoma - Seattle,Express,663,47.585304,-122.327635
2139,,"Seattle, WA",King,590,Bus Way & Lander St,590 - Tacoma - Seattle,Express,665,47.579016,-122.327637
2140,,"Seattle, WA",King,590,Bus Way & S Spokane St,590 - Tacoma - Seattle,Express,671,47.571756,-122.327598
2141,,"Tacoma, WA",Pierce,400,Tacoma Dome Station - Zone E,590 - Tacoma - Seattle,Express,4172,47.240805,-122.426106
2142,,"Tacoma, WA",Pierce,41,Pacific Ave & S 24th St,590 - Tacoma - Seattle,Express,1847,47.240368,-122.435553
2143,,"Tacoma, WA",Pierce,1,Pacific Ave & S 19th St,590 - Tacoma - Seattle,Express,1902,47.245089,-122.436492
2144,,"Tacoma, WA",Pierce,1,Pacific Ave & S 14th St,590 - Tacoma - Seattle,Express,3714,47.250254,-122.437883
2145,,"Tacoma, WA",Pierce,45,Commerce St Transfer Area - Zone G,590 - Tacoma - Seattle,Express,4085,47.255044,-122.439747
2146,,"Seattle, WA",King,577,Stewart St & 9th Ave,592 - Olympia/DuPont - Seattle,Express,3020,47.615733,-122.334375
2147,,"Seattle, WA",King,577,Stewart St & 7th Ave,592 - Olympia/DuPont - Seattle,Express,3912,47.614406,-122.336079
2148,,"Seattle, WA",King,577,Stewart St & 3rd Ave,592 - Olympia/DuPont - Seattle,Express,3913,47.611895,-122.339343
2149,,"Seattle, WA",King,590,2nd Ave & Stewart St,592 - Olympia/DuPont - Seattle,Express,4241,47.610721,-122.340275
2150,,"Seattle, WA",King,590,2nd Ave & Seneca St,592 - Olympia/DuPont - Seattle,Express,1772,47.606176,-122.336189
2151,,"Seattle, WA",King,590,2nd Ave & Cherry St,592 - Olympia/DuPont - Seattle,Express,245,47.603056,-122.333320
2152,,"Seattle, WA",King,590,2nd Ave & Yesler Way,592 - Olympia/DuPont - Seattle,Express,249,47.601279,-122.331647
2153,,"Lakewood, WA",Pierce,592,SR 512 P&R - Zone I,592 - Olympia/DuPont - Seattle,Express,4480,47.161115,-122.482996
2154,,"Lakewood, WA",Pierce,592,Lakewood Station - Bay 4,592 - Olympia/DuPont - Seattle,Express,1351,47.152605,-122.499474
2155,,"Dupont, WA",Pierce,592,Dupont Station - Bay 6,592 - Olympia/DuPont - Seattle,Express,4086,47.090011,-122.640023
2156,,"Seattle, WA",King,577,Stewart St & 9th Ave,594 - Lakewood - Seattle,Express,3020,47.615733,-122.334375
2157,,"Seattle, WA",King,577,Stewart St & 7th Ave,594 - Lakewood - Seattle,Express,3912,47.614406,-122.336079
2158,,"Seattle, WA",King,577,Stewart St & 3rd Ave,594 - Lakewood - Seattle,Express,3913,47.611895,-122.339343
2159,,"Seattle, WA",King,590,2nd Ave & Stewart St,594 - Lakewood - Seattle,Express,4241,47.610721,-122.340275
2160,,"Seattle, WA",King,590,2nd Ave & Seneca St,594 - Lakewood - Seattle,Express,1772,47.606176,-122.336189
2161,,"Seattle, WA",King,590,2nd Ave & Cherry St,594 - Lakewood - Seattle,Express,245,47.603056,-122.333320
2162,,"Seattle, WA",King,590,2nd Ave & Yesler Way,594 - Lakewood - Seattle,Express,249,47.601279,-122.331647
2163,,"Seattle, WA",King,590,Bus Way & Royal Brougham St,594 - Lakewood - Seattle,Express,669,47.592134,-122.327469
2164,,"Seattle, WA",King,590,Bus Way & Holgate St,594 - Lakewood - Seattle,Express,663,47.585304,-122.327635
2165,,"Seattle, WA",King,590,Bus Way & Lander St,594 - Lakewood - Seattle,Express,665,47.579016,-122.327637
2166,,"Seattle, WA",King,590,Bus Way & S Spokane St,594 - Lakewood - Seattle,Express,671,47.571756,-122.327598
2167,,"Tacoma, WA",Pierce,400,Tacoma Dome Station - Zone E,594 - Lakewood - Seattle,Express,4172,47.240805,-122.426106
2168,,"Tacoma, WA",Pierce,41,Pacific Ave & S 24th St,594 - Lakewood - Seattle,Express,1847,47.240368,-122.435553
2169,,"Tacoma, WA",Pierce,1,Pacific Ave & S 19th St,594 - Lakewood - Seattle,Express,1902,47.245089,-122.436492
2170,,"Tacoma, WA",Pierce,1,Pacific Ave & S 14th St,594 - Lakewood - Seattle,Express,3714,47.250254,-122.437883
2171,,"Tacoma, WA",Pierce,45,Commerce St Transfer Area - Zone G,594 - Lakewood - Seattle,Express,4085,47.255044,-122.439747
2172,,"Lakewood, WA",Pierce,592,SR 512 P&R - Zone I,594 - Lakewood - Seattle,Express,4480,47.161115,-122.482996
2173,,"Lakewood, WA",Pierce,592,Lakewood Station - Bay 4,594 - Lakewood - Seattle,Express,1351,47.152605,-122.499474
2174,,"Dupont, WA",Pierce,592,Dupont Station - Bay 6,594 - Lakewood - Seattle,Express,4086,47.090011,-122.640023
2175,,"Seattle, WA",King,577,Stewart St & 9th Ave,595 - Gig Harbor - Seattle,Express,3020,47.615733,-122.334375
2176,,"Seattle, WA",King,577,Stewart St & 7th Ave,595 - Gig Harbor - Seattle,Express,3912,47.614406,-122.336079
2177,,"Seattle, WA",King,577,Stewart St & 3rd Ave,595 - Gig Harbor - Seattle,Express,3913,47.611895,-122.339343
2178,,"Seattle, WA",King,590,2nd Ave & Stewart St,595 - Gig Harbor - Seattle,Express,4241,47.610721,-122.340275
2179,,"Seattle, WA",King,590,2nd Ave & Seneca St,595 - Gig Harbor - Seattle,Express,1772,47.606176,-122.336189
2180,,"Seattle, WA",King,590,2nd Ave & Cherry St,595 - Gig Harbor - Seattle,Express,245,47.603056,-122.333320
2181,,"Seattle, WA",King,590,2nd Ave & Yesler Way,595 - Gig Harbor - Seattle,Express,249,47.601279,-122.331647
2182,,"Seattle, WA",King,590,Bus Way & Royal Brougham St,595 - Gig Harbor - Seattle,Express,669,47.592134,-122.327469
2183,,"Seattle, WA",King,590,Bus Way & Holgate St,595 - Gig Harbor - Seattle,Express,663,47.585304,-122.327635
2184,,"Seattle, WA",King,590,Bus Way & Lander St,595 - Gig Harbor - Seattle,Express,665,47.579016,-122.327637
2185,,"Seattle, WA",King,590,Bus Way & S Spokane St,595 - Gig Harbor - Seattle,Express,671,47.571756,-122.327598
2186,,"Tacoma, WA",Pierce,574,Tacoma Dome Station - Zone H,595 - Gig Harbor - Seattle,Express,3916,47.240192,-122.424837
2187,,"Tacoma, WA",Pierce,595,Tacoma Community College Transit Ctr - Zone M,595 - Gig Harbor - Seattle,Express,4210,47.243555,-122.526257
2188,,"Tacoma, WA",Pierce,100,Narrows P&R,595 - Gig Harbor - Seattle,Express,394,47.255558,-122.532376
2189,,"Gig Harbor, WA",Pierce,595,Kimball Dr Park & Ride - Bay 2,595 - Gig Harbor - Seattle,Express,4237,47.318086,-122.586811
2190,Purdy,"Gig Harbor, WA",Pierce,100,Purdy Park & Ride,595 - Gig Harbor - Seattle,Express,2346,47.389867,-122.625373
2191,,"Bonney Lake, WA",Pierce,596,Bonney Lake P&R - Bay 5,596 - Bonney Lake - Sumner,Express,4491,47.173257,-122.184856
2192,,"Sumner, WA",Pierce,596,Sumner Station - Bay 3,596 - Bonney Lake - Sumner,Express,4236,47.201336,-122.244691
2193,,3929 156th Avenue NE,King,2 Line,Redmond Technology Station,2 Line - South Bellevue - Redmond Tech Station,Light Rail,,47.644812,-122.133615
2194,,2801 152nd Ave NE,King,2 Line,Overlake Village Station,2 Line - South Bellevue - Redmond Tech Station,Light Rail,,47.636387,-122.138799
2195,,13102 NE Spring Blvd,King,2 Line,BelRed Station,2 Line - South Bellevue - Redmond Tech Station,Light Rail,,47.624450,-122.165794
2196,,12164 NE Spring Blvd,King,2 Line,Spring District Station,2 Line - South Bellevue - Redmond Tech Station,Light Rail,,47.623774,-122.178570
2197,,800 118th Ave NE,King,2 Line,Wilburton Station,2 Line - South Bellevue - Redmond Tech Station,Light Rail,,47.618069,-122.183747
2198,,594 110th Ave NE,King,2 Line,Bellevue Downtown,2 Line - South Bellevue - Redmond Tech Station,Light Rail,,47.615234,-122.191917
2199,,229 112th Ave SE,King,2 Line,East Main Bellevue Station,2 Line - South Bellevue - Redmond Tech Station,Light Rail,,47.608055,-122.191151
2200,,"Bellevue, WA",,2 Line,South Bellevue,2 Line - South Bellevue - Redmond Tech Station,Light Rail,,47.586932,-122.190604
2201,,"Seatac, WA",King,Seattle Link,Angle Lake Link Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.422638,-122.297787
2202,,"Seatac, WA",King,Seattle Link,SeaTac/Airport Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.445011,-122.296860
2203,,15426 35th Avenue S.,King,Seattle Link,Tukwila International Blvd Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.464098,-122.288201
2204,,9132 Martin Luther King Jr. Way South,King,Seattle Link,Rainier Beach Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.522610,-122.279335
2205,,7100 Martin Luther King Jr. Way South,King,Seattle Link,Othello Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.538006,-122.281574
2206,,4818 Martin Luther King Jr. Way S,King,Seattle Link,Columbia City Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.559616,-122.292618
2207,,3000 Rainier Avenue S,King,Seattle Link,Mt. Baker Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.576716,-122.297802
2208,,2702 Beacon Avenue S,King,Seattle Link,Beacon Hill Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.579401,-122.311340
2209,,500 S Lander Street,King,Seattle Link,SODO Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.580271,-122.327393
2210,,501 S Royal Brougham Way,King,Seattle Link,Stadium Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.592047,-122.327171
2211,,"Seattle, WA",King,Seattle Link,International District Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.598055,-122.328019
2212,,"Seattle, WA",King,Seattle Link,Pioneer Sq Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.602669,-122.331318
2213,,"Seattle, WA",King,Seattle Link,University St Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.607746,-122.335960
2214,,"Seattle, WA",King,Seattle Link,Westlake Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.611597,-122.336666
2215,,140 Broadway E,King,Seattle Link,Capitol Hill Link Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.619591,-122.320214
2216,,3720 Montlake Boulevard Northeast,King,Seattle Link,University of Washington / Husky Stadium Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.649704,-122.303772
2217,,4300 Brooklyn Avenue NE,King,Seattle Link,U District Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.660312,-122.314131
2218,,6501 12th Avenue Northeast,King,Seattle Link,Roosevelt Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.676594,-122.315985
2219,,10200 1st Avenue NE,King,Seattle Link,Northgate Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.703038,-122.328282
2220,,14711 5th Avenue Northeast,King,Seattle Link,Shoreline South/148th Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.736126,-122.325243
2221,,710 Northeast 185th St,King,Seattle Link,Shoreline North/185th Station,Seattle Link - Seattle Link Northgate - Angle Lake,Light Rail,,47.764088,-122.322890
