Districts/Neighborhoods,Address,County,Coordinates,OneBusAway Stop ID,Routes Served,Name,Route,Route Type,Agency Stop ID,Parking Spots
Green Lake,"Seattle, WA",King,"47.687351, -122.336304",1_17640,45,Wallingford Ave N & N 80th St,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Green Lake,"Seattle, WA",King,"47.688904, -122.336319",1_17650,45,Wallingford Ave N & N 82nd St,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Northgate,"Seattle, WA",King,"47.690579, -122.336769",1_5420,45,N 85th St & Wallingford Ave N,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Northgate,"Seattle, WA",King,"47.690609, -122.341194",1_5440,45,N 85th St & Stone Ave N,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Northgate,"Seattle, WA",King,"47.690624, -122.344162",1_5450,45,N 85th St & Aurora Ave N,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Greenwood,"Seattle, WA",King,"47.690647, -122.350266",1_5470,45,N 85th St & Fremont Ave N,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Greenwood,"Seattle, WA",King,"47.690666, -122.355675",1_41450,45,N 85th St & Greenwood Ave N,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Greenwood,"Seattle, WA",King,"47.690689, -122.360275",1_37040,45,NW 85th St & 3rd Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Crown Hill,"Seattle, WA",King,"47.690723, -122.366653",1_37060,45,NW 85th St & 8th Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Crown Hill,"Seattle, WA",King,"47.690697, -122.371796",1_37074,45,NW 85th St & 12th Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Crown Hill,"Seattle, WA",King,"47.690685, -122.375343",1_37080,45,NW 85th St & Mary Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Crown Hill,"Seattle, WA",King,"47.690678, -122.377609",1_37081,40,NW 85th St & 15th Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
Crown Hill,"Seattle, WA",King,"47.690659, -122.381462",1_37083,40,NW 85th St & 19th Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
North Beach/Blue Ridge,"Seattle, WA",King,"47.690651, -122.384720",1_37078,40,NW 85th St & 22nd Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
North Beach/Blue Ridge,"Seattle, WA",King,"47.690647, -122.387970",1_37086,45,NW 85th St & 24th Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
North Beach/Blue Ridge,"Seattle, WA",King,"47.690640, -122.390862",1_37087,45,NW 85th St & 27th Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
North Beach/Blue Ridge,"Seattle, WA",King,"47.690640, -122.393379",1_37088,45,NW 85th St & 28th Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
North Beach/Blue Ridge,"Seattle, WA",King,"47.690640, -122.396301",1_37089,45,NW 85th St & 30th Ave NW,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.690208, -122.397842",1_35530,45,Loyal Way NW & NW 85th St,45 - Loyal Heights - University District - Seattle Children's Hospital,Seattle,,
"Atlantic, Central District","Seattle, WA",King,"47.577591, -122.297127",1_8402,8,Mt. Baker Transfer Area - Bay 2,48 - University District - Central District - Mount Baker,Seattle,,
"Atlantic, Central District","Seattle, WA",King,"47.581196, -122.300201",1_8429,7,Rainier Ave S & S Bayview St,48 - University District - Central District - Mount Baker,Seattle,,
"Atlantic, Central District","Seattle, WA",King,"47.583931, -122.302299",1_8440,4,Rainier Ave S & S Walker St,48 - University District - Central District - Mount Baker,Seattle,,
,"Seattle, WA",King,"47.585739, -122.302834",1_36730,48,23rd Ave S & S Plum St,48 - University District - Central District - Mount Baker,Seattle,,
,"Seattle, WA",King,"47.588604, -122.302483",1_36750,48,23rd Ave S & S Massachusetts St,48 - University District - Central District - Mount Baker,Seattle,,
,"Seattle, WA",King,"47.591843, -122.302383",1_36774,48,23rd Ave S & S Judkins St,48 - University District - Central District - Mount Baker,Seattle,,
,"Seattle, WA",King,"47.596710, -122.302124",1_12532,4,23rd Ave S & S Lane St,48 - University District - Central District - Mount Baker,Seattle,,
"Atlantic, Central District","Seattle, WA",King,"47.599697, -122.302124",1_12550,4,23rd Ave S & S Jackson St,48 - University District - Central District - Mount Baker,Seattle,,
"Central District, Mann","Seattle, WA",King,"47.601894, -122.302299",1_12560,4,23rd Ave & E Yesler Way,48 - University District - Central District - Mount Baker,Seattle,,
"Central District, Mann","Seattle, WA",King,"47.606316, -122.302689",1_36791,48,23rd Ave & E Jefferson St,48 - University District - Central District - Mount Baker,Seattle,,
"Central District, Mann","Seattle, WA",King,"47.608314, -122.302673",1_36800,48,23rd Ave & E Cherry St,48 - University District - Central District - Mount Baker,Seattle,,
"Central District, Mann","Seattle, WA",King,"47.613442, -122.302605",1_36830,48,23rd Ave & E Union St,48 - University District - Central District - Mount Baker,Seattle,,
"Central District, Mann","Seattle, WA",King,"47.616734, -122.302505",1_36845,48,23rd Ave & E Olive St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.620602, -122.302399",1_35825,43,23rd Ave E & E John St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.623379, -122.302361",1_29278,43,23rd Ave E & E Republican St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.627014, -122.302292",1_29280,43,23rd Ave E & E Aloha St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.629467, -122.301567",1_29300,43,24th Ave E & E Prospect St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.632778, -122.301514",1_29320,43,24th Ave E & E Galer St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.635048, -122.301468",1_29340,43,24th Ave E & Boyer Ave E,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.638100, -122.301483",1_29350,43,24th Ave E & E Newton St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.640152, -122.301979",1_29361,43,24th Ave E & E Mcgraw St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.643097, -122.302849",1_29380,43,East Montlake Pl E & E Roanoke St,48 - University District - Central District - Mount Baker,Seattle,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.644432, -122.304230",1_25751,43,Montlake Blvd E & SR 520,48 - University District - Central District - Mount Baker,Seattle,,
University District,"Seattle, WA",King,"47.649765, -122.305893",1_29405,43,NE Pacific St & Montlake Blvd NE - Bay 2,48 - University District - Central District - Mount Baker,Seattle,,
University District,"Seattle, WA",King,"47.652206, -122.310783",1_29420,44,NE Pacific St & 15th Ave NE,48 - University District - Central District - Mount Baker,Seattle,,
University District,"Seattle, WA",King,"47.655899, -122.311974",1_29440,44,15th Ave NE & NE Campus Pkwy,48 - University District - Central District - Mount Baker,Seattle,,
University District,"Seattle, WA",King,"47.658668, -122.311905",1_11352,44,15th Ave NE & NE 42nd St,48 - University District - Central District - Mount Baker,Seattle,,
University District,"Seattle, WA",King,"47.661747, -122.311905",1_36860,48,15th Ave NE & NE 45th St,48 - University District - Central District - Mount Baker,Seattle,,
University District,"Seattle, WA",King,"47.664974, -122.313721",1_9586,48,NE 50th St & University Way NE,48 - University District - Central District - Mount Baker,Seattle,,
,"Seattle, WA",King,"47.661339, -122.313614",1_11358,31,NE 45th St & University Way NE - Bay 2,48 - University District - Central District - Mount Baker,Seattle,,
University District,"Seattle, WA",King,"47.661945, -122.316452",1_9650,48,11th Ave NE & NE 45th St,48 - University District - Central District - Mount Baker,Seattle,,
University District,"Seattle, WA",King,"47.662281, -122.315475",1_10910,48,12th Ave NE & NE 47th St,48 - University District - Central District - Mount Baker,Seattle,,
"Alki, West Seattle","Seattle, WA",King,"47.578995, -122.410797",1_14960,50,Alki Ave SW & 61st Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"Alki, West Seattle","Seattle, WA",King,"47.577518, -122.410797",1_14961,50,61st Ave SW & SW Stevens St,50 - Alki - SODO - Othello Station,Seattle,,
"Alki, West Seattle","Seattle, WA",King,"47.576027, -122.410835",1_14962,50,61st Ave SW & SW Admiral Way,50 - Alki - SODO - Othello Station,Seattle,,
"Alki, West Seattle","Seattle, WA",King,"47.575817, -122.409019",1_14963,50,SW Admiral Way & 60th Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"Alki, West Seattle","Seattle, WA",King,"47.576076, -122.407791",1_14970,50,SW Admiral Way & 59th Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"Alki, West Seattle","Seattle, WA",King,"47.577034, -122.405182",1_14980,50,SW Admiral Way & 57th Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.578583, -122.400917",1_15000,50,SW Admiral Way & SW Stevens St,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.579189, -122.396996",1_15002,50,SW Admiral Way & 51st Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.579529, -122.393799",1_15030,50,SW Admiral Way & SW Lander St,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.581158, -122.391571",1_15040,50,SW Admiral Way & 47th Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.581142, -122.388924",1_15050,50,SW Admiral Way & 45th Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.580894, -122.386658",1_31920,50,California Ave SW & SW Admiral Way,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.579056, -122.386742",1_31930,50,California Ave SW & SW Lander St,50 - Alki - SODO - Othello Station,Seattle,,
,"Seattle, WA",King,"47.577099, -122.386818",1_31940,50,California Ave SW & SW Stevens St,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.575440, -122.386864",1_31950,50,California Ave SW & SW Hanford St,50 - Alki - SODO - Othello Station,Seattle,,
"North Admiral, West Seattle","Seattle, WA",King,"47.571793, -122.386871",1_31970,50,California Ave SW & SW Spokane St,50 - Alki - SODO - Othello Station,Seattle,,
"Genesee, West Seattle, West Seattle Junction","Seattle, WA",King,"47.568146, -122.386871",1_31990,50,California Ave SW & SW Andover St,50 - Alki - SODO - Othello Station,Seattle,,
"Genesee, West Seattle, West Seattle Junction","Seattle, WA",King,"47.564419, -122.386871",1_32010,50,California Ave SW & SW Genesee St,50 - Alki - SODO - Othello Station,Seattle,,
"Genesee, West Seattle, West Seattle Junction","Seattle, WA",King,"47.563015, -122.387909",1_37220,50,SW Oregon St & 44th Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"Genesee, West Seattle, West Seattle Junction","Seattle, WA",King,"47.561070, -122.387527",1_31811,50,SW Alaska St & 44th Ave SW - Bay 2,50 - Alki - SODO - Othello Station,Seattle,,
"Genesee, West Seattle, West Seattle Junction","Seattle, WA",King,"47.561012, -122.384987",1_19875,50,SW Alaska St & 42nd Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"Fairmount Park, West Seattle","Seattle, WA",King,"47.561016, -122.380867",1_33220,50,SW Alaska St & Fauntleroy Way SW,50 - Alki - SODO - Othello Station,Seattle,,
"Fairmount Park, West Seattle","Seattle, WA",King,"47.561001, -122.377090",1_33221,50,SW Alaska St & 36th Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"Delridge, North Delridge","Seattle, WA",King,"47.563568, -122.376099",1_22820,21,35th Ave SW & SW Avalon Way,50 - Alki - SODO - Othello Station,Seattle,,
"Delridge, North Delridge","Seattle, WA",King,"47.564648, -122.370361",1_19922,50,SW Genesee St & 30th Ave SW,50 - Alki - SODO - Othello Station,Seattle,,
"Delridge, North Delridge","Seattle, WA",King,"47.565006, -122.363213",1_21600,50,Delridge Way SW & SW Genesee St,50 - Alki - SODO - Othello Station,Seattle,,
"Delridge, North Delridge","Seattle, WA",King,"47.567940, -122.363190",1_21620,50,Delridge Way SW & SW Andover St,50 - Alki - SODO - Othello Station,Seattle,,
Industrial District,"Seattle, WA",King,"47.572342, -122.333992",1_15190,21,1st Ave S & S Spokane St,50 - Alki - SODO - Othello Station,Seattle,,
Industrial District,"Seattle, WA",King,"47.575924, -122.334106",1_15205,21,1st Ave S & S Hanford St,50 - Alki - SODO - Othello Station,Seattle,,
Industrial District,"Seattle, WA",King,"47.579681, -122.334106",1_15230,21,1st Ave S & S Lander St,50 - Alki - SODO - Othello Station,Seattle,,
Industrial District,"Seattle, WA",King,"47.578999, -122.327614",1_99263,50,SODO Busway & S Lander St,50 - Alki - SODO - Othello Station,Seattle,,
Industrial District,"Seattle, WA",King,"47.571793, -122.327576",1_99253,50,SODO Busway & S Spokane St,50 - Alki - SODO - Othello Station,Seattle,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.571354, -122.314514",1_30770,50,S Columbian Way & S Spokane St,50 - Alki - SODO - Othello Station,Seattle,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.566994, -122.313576",1_30790,50,15th Ave S & S Dakota St,50 - Alki - SODO - Othello Station,Seattle,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.565064, -122.313599",1_30800,50,15th Ave S & S Nevada St,50 - Alki - SODO - Othello Station,Seattle,,
,"Seattle, WA",King,"47.563397, -122.313080",1_30489,50,S Columbian Way & S Oregon St,50 - Alki - SODO - Othello Station,Seattle,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.563824, -122.309158",1_30453,50,Veterans Administration Hospital,50 - Alki - SODO - Othello Station,Seattle,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.561768, -122.310844",1_30820,50,S Columbian Way & S Snoqualmie St,50 - Alki - SODO - Othello Station,Seattle,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.559635, -122.303886",1_36680,50,S Columbian Way & Beacon Ave S,50 - Alki - SODO - Othello Station,Seattle,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.560528, -122.300735",1_36690,50,S Columbian Way & S Americus St,50 - Alki - SODO - Othello Station,Seattle,,
"Beacon Hill, Mid-Beacon Hill (Maplewood)","Seattle, WA",King,"47.561039, -122.295639",1_36700,50,S Alaska St & S Alaska Pl,50 - Alki - SODO - Othello Station,Seattle,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.560734, -122.292221",1_36711,50,S Alaska St & Martin Luther King Junior Way S,50 - Alki - SODO - Othello Station,Seattle,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.560654, -122.289024",1_36720,50,S Alaska St & 35th Ave S,50 - Alki - SODO - Othello Station,Seattle,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.561127, -122.287209",1_8310,7,Rainier Ave S & S Alaska St,50 - Alki - SODO - Othello Station,Seattle,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.564041, -122.287170",1_34910,50,S Genesee St & 36th Ave S,50 - Alki - SODO - Othello Station,Seattle,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.564087, -122.282478",1_34930,50,S Genesee St & Cascadia Ave S,50 - Alki - SODO - Othello Station,Seattle,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.564014, -122.279694",1_34940,50,S Genesee St & 42nd Ave S,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.564026, -122.275436",1_34960,50,S Genesee St & 46th Ave S,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.563808, -122.270844",1_34980,50,50th Ave S & S Genesee St,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.560379, -122.270813",1_35000,50,50th Ave S & S Alaska St,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.556869, -122.270760",1_35020,50,Wilson Ave S & S Hudson St,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.554997, -122.270065",1_35030,50,Wilson Ave S & S Dawson St,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.552010, -122.266960",1_35050,50,Wilson Ave S & S Findlay St,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.551048, -122.264748",1_35060,50,S Orcas St & 55th Ave S,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.550846, -122.262100",1_35070,50,Seward Park Ave S & S Orcas St,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.549560, -122.258919",1_35080,50,Seward Park Ave S & S Juneau St,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.546448, -122.262016",1_35100,50,Seward Park Ave S & Oakhurst Rd S,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.544106, -122.264290",1_35110,50,Seward Park Ave S & S Morgan St,50 - Alki - SODO - Othello Station,Seattle,,
Seward Park,"Seattle, WA",King,"47.542232, -122.264748",1_35120,50,Seward Park Ave S & S Holly St,50 - Alki - SODO - Othello Station,Seattle,,
