Districts/Neighborhoods,Address,County,Coordinates,OneBusAway Stop ID,Routes Served,Name,Route,Route Type,Agency Stop ID,Parking Spots
"Belltown, Denny Regrade","Seattle, WA",King,"47.612995, -122.341743",1_600,1,3rd Ave & Virginia St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.615120, -122.345337",1_605,1,3rd Ave & Bell St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
,"Seattle, WA",King,"47.619087, -122.343445",1_6236,5,7th Ave N & Denny Way,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
,"Seattle, WA",King,"47.621895, -122.343506",1_6237,5,7th Ave N & Harrison St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
"Cascade, Westlake","Seattle, WA",King,"47.632572, -122.343323",1_6300,5,Aurora Ave N & Galer St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Queen Anne,"Seattle, WA",King,"47.638874, -122.345200",1_6320,5,Aurora Ave N & Lynn St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Wallingford,"Seattle, WA",King,"47.661690, -122.347176",1_75409,E Line,Aurora Ave N & N 46th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Phinney Ridge,"Seattle, WA",King,"47.676163, -122.347031",1_7630,E Line,Woodland Pl N & N 65th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Phinney Ridge,"Seattle, WA",King,"47.681225, -122.346809",1_7670,E Line,Linden Ave N & N 72nd St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Green Lake,"Seattle, WA",King,"47.683723, -122.344322",1_7690,E Line,Aurora Ave N & N 76th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Green Lake,"Seattle, WA",King,"47.687260, -122.344337",1_7710,E Line,Aurora Ave N & N 80th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Northgate,"Seattle, WA",King,"47.691082, -122.344360",1_7730,E Line,Aurora Ave N & N 85th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Northgate,"Seattle, WA",King,"47.694797, -122.344421",1_7750,E Line,Aurora Ave N & N 91st St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Northgate,"Seattle, WA",King,"47.698151, -122.344513",1_7770,E Line,Aurora Ave N & N 95th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Northgate,"Seattle, WA",King,"47.701675, -122.344490",1_7790,E Line,Aurora Ave N & N 100th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
"Haller Lake, Northgate","Seattle, WA",King,"47.705444, -122.344543",1_7810,E Line,Aurora Ave N & N Northgate Way,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
"Haller Lake, Northgate","Seattle, WA",King,"47.712734, -122.344719",1_7850,E Line,Aurora Ave N & N 115th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
"Haller Lake, Northgate","Seattle, WA",King,"47.719467, -122.344841",1_7880,E Line,Aurora Ave N & N 125th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
"Haller Lake, Northgate","Seattle, WA",King,"47.723740, -122.344879",1_7900,E Line,Aurora Ave N & N 130th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
"Haller Lake, Northgate","Seattle, WA",King,"47.727299, -122.344925",1_7912,E Line,Aurora Ave N & N 135th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Parkwood,"Shoreline, WA",King,"47.734924, -122.344910",1_75820,E Line,Aurora Ave N & N 145th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Parkwood,"Shoreline, WA",King,"47.739334, -122.345100",1_75830,E Line,Aurora Ave N & N 152nd St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Parkwood,"Shoreline, WA",King,"47.742084, -122.345169",1_75840,E Line,Aurora Ave N & N 155th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Meridian Park,"Shoreline, WA",King,"47.745403, -122.345253",1_75850,E Line,Aurora Ave N & N 160th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Meridian Park,"Shoreline, WA",King,"47.749065, -122.345337",1_75860,E Line,Aurora Ave N & N 165th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Meridian Park,"Shoreline, WA",King,"47.752953, -122.345398",1_75870,E Line,Aurora Ave N & N 170th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Meridian Park,"Shoreline, WA",King,"47.756344, -122.345551",1_75881,E Line,Aurora Ave N & N 175th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Meridian Park,"Shoreline, WA",King,"47.759964, -122.345894",1_75890,E Line,Aurora Ave N & N 180th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Echo Lake,"Shoreline, WA",King,"47.763740, -122.345795",1_75901,E Line,Aurora Ave N & N 185th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Echo Lake,"Shoreline, WA",King,"47.768063, -122.345757",1_75910,E Line,Aurora Ave N & N 192nd St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Echo Lake,"Shoreline, WA",King,"47.773937, -122.345840",1_75932,E Line,Aurora Ave N & N 200th St,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
Echo Lake,"Shoreline, WA",King,"47.774535, -122.340975",1_16103,303,Aurora Village Transit Center - Bay 3,E Line - Aurora Village Transit Center - Shoreline - Seattle,RapidRide,,
"Burien City Center, Sunnydale","Burien, WA",King,"47.469410, -122.337318",1_52306,161,Burien Transit Center - Bay 6,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
"Burien City Center, Sunnydale","Burien, WA",King,"47.467129, -122.339226",1_52300,161,4th Ave SW & SW 152nd St,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
"Burien City Center, Sunnydale","Burien, WA",King,"47.463703, -122.339310",1_53975,161,4th Ave SW & SW 156th St,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
Sunnydale,"Burien, WA",King,"47.463215, -122.332245",1_50130,161,S 156th St & 1st Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
Sunnydale,"Burien, WA",King,"47.463215, -122.328133",1_50140,161,S 156th St & 4th Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Seatac, WA",King,"47.463245, -122.322769",1_50145,161,S 156th Way & Des Moines Memorial Dr S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Seatac, WA",King,"47.465050, -122.302727",1_80151,161,S 154th Ln & 24th Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
Riverton Heights,"Seatac, WA",King,"47.465103, -122.291267",1_79973,F Line,S 154th St & 32nd Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.464027, -122.287933",1_60922,124,Tukwila Int'l Blvd Station - Bay 2,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.465733, -122.281830",1_54201,F Line,Southcenter Blvd & 42nd Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.466194, -122.277000",1_54203,F Line,Southcenter Blvd & Park Place,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.465035, -122.268196",1_54205,F Line,Southcenter Blvd & 53rd Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.462814, -122.257118",1_58102,150,Southcenter Blvd & 62nd Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.462463, -122.251968",1_58104,150,Southcenter Blvd & 65th Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.457752, -122.254478",1_59310,F Line,Andover Park W & Baker Blvd - Bay 2,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.455727, -122.249313",1_59833,906,Strander Blvd & Andover Park E,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.458115, -122.244072",1_58028,906,West Valley Hwy & Strander Blvd,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Tukwila, WA",King,"47.460381, -122.241188",1_59882,F Line,Tukwila Station Acs & S Longacres Way - Bay 2,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.456844, -122.236900",1_59876,F Line,SW 27th St & Naches Ave SW,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.462151, -122.232796",1_59872,F Line,Oakesdale Ave SW & Boeing Cag,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.465557, -122.232101",1_59878,F Line,Oakesdale Ave SW & SW 16th St,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.465992, -122.225029",1_59868,F Line,SW 16th St & Lind Ave SW,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.470306, -122.223251",1_55942,153,Lind Ave SW & SW Grady Way,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.473247, -122.223221",1_55928,153,Lind Ave SW & SW 7th St,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.474415, -122.215080",1_59860,102,Rainier Ave S & S 7th St,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.477276, -122.215515",1_59870,102,Rainier Ave S & S 4th Pl,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.479675, -122.215630",1_46440,101,S 3rd St & Rainier Ave S,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.480778, -122.208549",1_46477,107,Renton Transit Center - Bay 2,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.487564, -122.208267",1_46578,F Line,Logan Ave N & N 3rd St,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.492519, -122.207306",1_46580,F Line,Logan Ave N & N 6th St,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.498329, -122.205673",1_46590,F Line,Logan Ave N & N 10th St,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.500496, -122.201218",1_46541,240,Park Ave N & Garden Ave N,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
,"Renton, WA",King,"47.498157, -122.200905",1_46504,F Line,N 10th St & Garden Ave N,F Line - Burien Transit Center - Tukwila -  Renton Transit Center - The Landing,RapidRide,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.623097, -122.296906",1_120,8,E Madison St & Martin L King Jr Way E,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.619316, -122.302483",1_121,G Line,E Madison St & 23rd Ave E,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.617954, -122.304665",1_122,G Line,E Madison St & 22nd Ave E,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Capitol Hill, Stevens","Seattle, WA",King,"47.615521, -122.310516",1_123,12,E Madison St & 17th Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.613129, -122.316254",1_124,G Line,E Madison St & 12th Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
First Hill,"Seattle, WA",King,"47.610580, -122.322372",1_125,G Line,Madison St & Boylston Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
First Hill,"Seattle, WA",King,"47.609070, -122.325974",1_126,G Line,Madison St & Terry Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
First Hill,"Seattle, WA",King,"47.607868, -122.328857",1_127,G Line,Madison St & 8th Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
Central Business District,"Seattle, WA",King,"47.606735, -122.331566",1_128,G Line,Madison St & 5th Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
Central Business District,"Seattle, WA",King,"47.605541, -122.334419",1_129,G Line,Madison St & 3rd Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
Central Business District,"Seattle, WA",King,"47.605137, -122.336533",1_100,G Line,1st Ave & Spring St,G Line - Madison Valley - Downtown Seattle,RapidRide,,
Central Business District,"Seattle, WA",King,"47.606136, -122.334969",1_101,G Line,Spring St & 3rd Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
Central Business District,"Seattle, WA",King,"47.606911, -122.333092",1_102,2,Spring St & 4th Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
First Hill,"Seattle, WA",King,"47.608528, -122.329239",1_103,G Line,Spring St & 8th Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
First Hill,"Seattle, WA",King,"47.608948, -122.325897",1_104,G Line,Madison St & Terry Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
First Hill,"Seattle, WA",King,"47.610355, -122.322517",1_105,G Line,Madison St & Boylston Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Central District, Minor","Seattle, WA",King,"47.613125, -122.315880",1_106,G Line,E Madison St & 12th Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Central District, Minor","Seattle, WA",King,"47.615696, -122.309723",1_107,12,E Madison St & 17th Ave,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Central District, Minor","Seattle, WA",King,"47.618130, -122.303940",1_108,G Line,E Madison St & 22nd Ave E,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Central District, Mann","Seattle, WA",King,"47.620537, -122.300407",1_109,8,E Madison St & 24th Ave E,G Line - Madison Valley - Downtown Seattle,RapidRide,,
"Central District, Mann","Seattle, WA",King,"47.622658, -122.297264",1_111,8,E Madison St & Martin L King Jr Way E,G Line - Madison Valley - Downtown Seattle,RapidRide,,
Belltown,"Seattle, WA",King,"47.612438, -122.341110",1_420,1,3rd Ave & Virginia St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Central Business District,"Seattle, WA",King,"47.609070, -122.337288",1_433,24,3rd Ave & Pike St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Central Business District,"Seattle, WA",King,"47.606442, -122.334900",1_468,21,3rd Ave & Seneca St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Central Business District,"Seattle, WA",King,"47.604263, -122.332901",1_481,21,3rd Ave & Columbia St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
,"Seattle, WA",King,"47.602615, -122.336784",1_1558,21,Columbia St & Alaskan Way,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Pioneer Square,County:,King,"47.598717, -122.335960",1_1562,21,Alaskan Way S & S Jackson St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, North Delridge","Seattle, WA",King,"47.567570, -122.363396",1_21990,50,Delridge Way SW & SW Andover St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, North Delridge","Seattle, WA",King,"47.564484, -122.363419",1_22010,125,Delridge Way SW & SW Genesee St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, North Delridge","Seattle, WA",King,"47.557556, -122.363022",1_22050,H Line,Delridge Way SW & SW Hudson St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, High Point",County:,King,"47.551647, -122.363091",1_22075,H Line,Delridge Way SW & SW Findlay St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, High Point","Seattle, WA",King,"47.546783, -122.363037",1_22099,H Line,Delridge Way SW & SW Graham St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, High Point","Seattle, WA",King,"47.542996, -122.361313",1_22120,H Line,Delridge Way SW & SW Holly St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, High Point","Seattle, WA",King,"47.538605, -122.361115",1_22152,H Line,Delridge Way SW & SW Myrtle St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, South Delridge",County:,King,"47.533382, -122.360535",1_22158,H Line,Delridge Way SW & SW Holden St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, South Delridge","Seattle, WA",King,"47.528050, -122.360565",1_22165,22,Delridge Way SW & SW Thistle St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
,"Seattle, WA",King,"47.522961, -122.360596",1_22174,22,Delridge Way SW & SW Henderson St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, Roxhill","Seattle, WA",King,"47.521091, -122.365234",1_39983,22,SW Barton St & 25th Ave SW - Bay 3,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"White Center, White Center",County:,King,"47.517296, -122.365356",1_21250,113,SW Roxbury St & 26th Ave SW,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Delridge, South Delridge","Seattle, WA",King,"47.517296, -122.358818",1_21280,113,SW Roxbury St & 20th Ave SW,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"White Center, White Center",County:,King,"47.516788, -122.354134",1_52030,H Line,15th Ave SW & SW Roxbury St - Bay 1,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
White Center,County:,King,"47.512020, -122.353981",1_52051,H Line,15th Ave SW & SW 102nd St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
White Center,County:,King,"47.507729, -122.353859",1_52081,H Line,15th Ave SW & SW 106th St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Shorewood - Burien,"Burien, WA",King,"47.502251, -122.355247",1_52120,H Line,16th Ave SW & SW 112th St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Shorewood - Burien,"Burien, WA",King,"47.499283, -122.355225",3_31002,H Line,16th Ave SW & SW 116th St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Mount View,"Burien, WA",King,"47.493446, -122.350060",1_51551,H Line,Ambaum Blvd SW & SW 122nd St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Inglesea,"Burien, WA",King,"47.488132, -122.350090",1_52200,H Line,Ambaum Blvd SW & SW 128th St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Seahurst,"Burien, WA",King,"47.480656, -122.348328",1_52240,H Line,Ambaum Blvd SW & SW 136th St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Seahurst,"Burien, WA",King,"47.475536, -122.347679",1_52261,H Line,Ambaum Blvd SW & SW 142nd Pl,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
Burien City Center,"Burien, WA",King,"47.470512, -122.347084",1_52281,H Line,Ambaum Blvd SW & SW 148th St,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Burien City Center, Sunnydale","Burien, WA",King,"47.468556, -122.341354",1_47660,H Line,SW 150th St & 6th Ave SW,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
"Burien City Center, Sunnydale","Burien, WA",King,"47.469692, -122.337288",1_52304,131,Burien Transit Center - Bay 4,H Line - Burien Transit Center - Downtown Seattle,RapidRide,,
,"Seattle, WA",King,"47.613289, -122.337440",,South Lake Union Streetcar,Westlake Ave & Olive Way,South Lake Union Streetcar - Streetcar: Fairview/Aloha - Westlake/McGraw,Streetcar,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.615623, -122.337807",1_26689,South Lake Union Streetcar,Westlake Ave & 7th Ave,South Lake Union Streetcar - Streetcar: Fairview/Aloha - Westlake/McGraw,Streetcar,,
,"Seattle, WA",King,"47.618031, -122.338402",,40,Westlake Ave & 9th Ave,South Lake Union Streetcar - Streetcar: Fairview/Aloha - Westlake/McGraw,Streetcar,,
Cascade,"Seattle, WA",King,"47.621502, -122.337051",1_26693,South Lake Union Streetcar,Terry Ave N & Thomas St,South Lake Union Streetcar - Streetcar: Fairview/Aloha - Westlake/McGraw,Streetcar,,
Cascade,"Seattle, WA",King,"47.623417, -122.337044",1_26698,South Lake Union Streetcar,Terry Ave N & Republican St,South Lake Union Streetcar - Streetcar: Fairview/Aloha - Westlake/McGraw,Streetcar,,
,"Seattle, WA",King,"47.625900, -122.336453",,South Lake Union Streetcar,South Lake Union Streetcar & Terry Ave,South Lake Union Streetcar - Streetcar: Fairview/Aloha - Westlake/McGraw,Streetcar,,
,"Seattle, WA",King,"47.627630, -122.332295",,South Lake Union Streetcar,Fairview Ave Station,South Lake Union Streetcar - Streetcar: Fairview/Aloha - Westlake/McGraw,Streetcar,,
Pioneer Square,"Seattle, WA",King,"47.599274, -122.333282",1_1551,First Hill Streetcar,S Jackson St & Occidental Ave Walk,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
,"Seattle, WA",King,"47.599194, -122.327275",,First Hill Streetcar,S Jackson St & 5th Ave S,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
,"Seattle, WA",King,"47.599198, -122.323376",,First Hill Streetcar,S Jackson St & 8th Ave S,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
,"Seattle, WA",King,"47.599205, -122.315533",,First Hill Streetcar,S Jackson St & 12th Ave S,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
,"Seattle, WA",King,"47.600583, -122.314133",,First Hill Streetcar,14th Ave S & S Washington St,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
,"Seattle, WA",King,"47.601691, -122.320065",,27,E Yesler Way & Broadway,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
Yesler Terrace,"Seattle, WA",King,"47.605450, -122.320648",1_41904,9,Broadway & E Terrace St,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
First Hill,"Seattle, WA",King,"47.609985, -122.320663",1_41908,9,Broadway & E Marion St,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615166, -122.320702",1_41970,9,Broadway & E Pine St,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.618053, -122.320946",1_11175,First Hill Streetcar,Broadway & E Howell St,First Hill Streetcar - Streetcar: Pioneer Square - Capital Hill,Streetcar,,
,"Seattle, WA",King,"47.601253, -122.338860",1_1907,973,West Seattle Water Taxi & Colman Dock,973 - West Seattle Ferry,Ferry,,
,"Seattle, WA",King,"47.589374, -122.379440",1_99997,973,Water Taxi Route & Harbor Ave SW,973 - West Seattle Ferry,Ferry,,
,"Seattle, WA",King,"47.601223, -122.338928",1_1889,975,Vashon Island Water Taxi & Colman Dock,975 - Vashon Ferry,Ferry,,
Vashon Island,County:,King,"47.510941, -122.464722",1_99908,975,Vashon Passenger Ferry & Vashon Ferry Dock,975 - Vashon Ferry,Ferry,,
,"Seattle, WA",King,"47.677135, -122.315582",1_23561,67,12th Ave NE & NE 67th St - Bay 3,522 - Woodinville - Seattle,Express,,
Wedgwood,"Seattle, WA",King,"47.690773, -122.307388",1_38567,522,Lake City Way NE & NE 85th St,522 - Woodinville - Seattle,Express,,
"Cedar Park, Lake City","Seattle, WA",King,"47.720303, -122.294518",1_76720,61,Lake City Way NE & NE 125th St,522 - Woodinville - Seattle,Express,,
"Cedar Park, Lake City","Seattle, WA",King,"47.723328, -122.292892",1_76730,61,Lake City Way NE & NE 130th St,522 - Woodinville - Seattle,Express,,
"Cedar Park, Lake City","Seattle, WA",King,"47.728626, -122.292168",1_76750,322,Lake City Way NE & NE 137th St,522 - Woodinville - Seattle,Express,,
,"Lake Forest Park, WA",King,"47.734646, -122.292343",1_76770,322,Bothell Way NE & NE 145th St,522 - Woodinville - Seattle,Express,,
,"Lake Forest Park, WA",King,"47.739906, -122.289215",1_76790,322,Bothell Way NE & NE 153rd St,522 - Woodinville - Seattle,Express,,
,"Lake Forest Park, WA",King,"47.748497, -122.284599",1_76810,322,Bothell Way NE & NE 165th St,522 - Woodinville - Seattle,Express,,
,"Lake Forest Park, WA",King,"47.752117, -122.279831",1_76820,322,Bothell Way NE & NE 170th St,522 - Woodinville - Seattle,Express,,
,"Kenmore, WA",King,"47.758305, -122.261749",1_76840,322,NE Bothell Way & 61st Ave NE,522 - Woodinville - Seattle,Express,,
,"Kenmore, WA",King,"47.758179, -122.248703",1_76870,322,NE Bothell Way & 68th Ave NE,522 - Woodinville - Seattle,Express,,
,"Kenmore, WA",King,"47.757214, -122.242851",1_76880,372,NE Bothell Way & 73rd Ave NE,522 - Woodinville - Seattle,Express,,
,"Kenmore, WA",King,"47.755505, -122.233208",1_76900,372,NE Bothell Way & 80th Ave NE,522 - Woodinville - Seattle,Express,,
,"Bothell, WA",King,"47.758919, -122.208015",1_79296,372,Bothell Way NE & Bothell Way NE,522 - Woodinville - Seattle,Express,,
,"Bothell, WA",King,"47.760597, -122.200272",1_76222,239,Beardslee Blvd & Sunrise Dr,522 - Woodinville - Seattle,Express,,
,"Bothell, WA",King,"47.761768, -122.192421",1_76305,230,UW Bothell - Main Entrance,522 - Woodinville - Seattle,Express,,
,"Bothell, WA",King,"47.767918, -122.191010",1_76228,230,Beardslee Blvd & NE 195th St,522 - Woodinville - Seattle,Express,,
,"Woodinville, WA",King,"47.757515, -122.164566",1_76970,256,SR 522 & 132nd Ave NE,522 - Woodinville - Seattle,Express,,
,"Woodinville, WA",King,"47.765854, -122.154541",1_77093,522,Woodinville Snohomsh Rd & 139th Ave NE,522 - Woodinville - Seattle,Express,,
,"Woodinville, WA",King,"47.756855, -122.154114",1_77999,231,NE 178th Pl & 138th Pl NE,522 - Woodinville - Seattle,Express,,
,"Woodinville, WA",King,"47.757122, -122.151436",1_75992,231,Woodinville Park And Ride,522 - Woodinville - Seattle,Express,,
University District,"Seattle, WA",King,"47.659370, -122.312096",1_10912,43,15th Ave NE & NE 43rd St,542 - Redmond - University District,Express,,
University District,"Seattle, WA",King,"47.656422, -122.312164",1_10914,43,15th Ave NE & NE Campus Pkwy,542 - Redmond - University District,Express,,
University District,"Seattle, WA",King,"47.654820, -122.312210",1_10917,43,15th Ave NE & NE 40th St,542 - Redmond - University District,Express,,
University District,"Seattle, WA",King,"47.652084, -122.310883",1_29240,43,NE Pacific St & 15th Ave NE,542 - Redmond - University District,Express,,
University District,"Seattle, WA",King,"47.649143, -122.304970",1_29247,43,NE Pacific St & Montlake Blvd NE - Bay 1,542 - Redmond - University District,Express,,
